GameID,Genre
Chelnov: Atomic Runner | GEN,Action
Chester Cheetah: Too Cool to Fool | GEN,Action
Chester Cheetah: Wild Wild Quest | GEN,Action
Chiki Chiki Boys | GEN,Action
Chuck Rock | GEN,Action
Chuck Rock II: Son of Chuck | GEN,Action
Clay Fighter | GEN,Action
Cliffhanger | GEN,Action
Combat Cars | GEN,Action
Comix Zone | GEN,Action
Contra Hard Corps | GEN,Action
Cool Spot | GEN,Action
Corporation | GEN,Action
Cosmic Spacehead | GEN,Action
Crack Down | GEN,Action
Crayon Shin-chan: Arashi o Yobu Enji | GEN,Action
CrossFire | GEN,Action
Crüe Ball | GEN,Action
Crusader of Centy | GEN,Action
Crystal's Pony Tale | GEN,Action
Curse | GEN,Action
Cutie Suzuki no Ringside Angel | GEN,Action
Cutthroat Island | GEN,Action
Cyborg Justice | GEN,Action
Daffy Duck in Hollywood | GEN,Action
Dahna: Megami Tanj? | GEN,Action
Dangerous Seed | GEN,Action
Dark Castle | GEN,Action
Darwin 4081 | GEN,Action
Dashin' Desperadoes | GEN,Action
Daze Before Christmas | GEN,Action
Deadly Moves | GEN,Action
The Death and Return of Superman | GEN,Action
Death Duel | GEN,Action
DEcapAttack | GEN,Action
Demolition Man | GEN,Action
Desert Demolition Starring Road Runner and  Wile E. Coyote | GEN,Action
Desert Strike: Return to the Gulf | GEN,Action
Devilish | GEN,Action
Devil's Crush | GEN,Action
Dick Tracy | GEN,Action
Disney's Aladdin | GEN,Action
Disney's Ariel the Little Mermaid | GEN,Action
Disney's Beauty and the Beast: Belle's Quest | GEN,Action
Disney's Beauty and the Beast: Roar of the Beast | GEN,Action
Disney's Bonkers | GEN,Action
Disney's Pocahontas | GEN,Action
Disney's TaleSpin | GEN,Action
Disney's The Jungle Book | GEN,Action
Disney's Toy Story | GEN,Action
Divine Sealing | GEN,Action
DJ Boy | GEN,Action
Doom Troopers: Mutant Chronicles | GEN,Action
Doraemon: Yume Dorob? to 7-nin no Gozans | GEN,Action
Double Dragon | GEN,Action
Double Dragon 3: The Rosetta Stone | GEN,Action
Double Dragon II: The Revenge | GEN,Action
Double Dragon V: The Shadow Falls | GEN,Action
Double Dribble: The Playoff Edition | GEN,Action
Dragon Ball Z: L'Appel Du Destin | GEN,Action
Dragon's Revenge | GEN,Action
Dragon: The Bruce Lee Story | GEN,Action
Duke Nukem 3D | GEN,Action
Dynamite Duke | GEN,Action
Dynamite Headdy | GEN,Action
Earnest Evans | GEN,Action
Earth Defense | GEN,Action
Earthworm Jim | GEN,Action
Earthworm Jim 2 | GEN,Action
Ecco Jr. | GEN,Action
Ecco the Dolphin | GEN,Action
Ecco: The Tides of Time | GEN,Action
Elemental Master | GEN,Action
Eliminate Down | GEN,Action
El Viento | GEN,Action
ESWAT: City under Siege | GEN,Action
Eternal Champions | GEN,Action
Exile | GEN,Action
Ex-Mutants | GEN,Action
Exodus: Journey to the Promised Land | GEN,Action
Exo Squad | GEN,Action
Fantasia | GEN,Action
The Fantastic Adventures of Dizzy | GEN,Action
Fatal Fury | GEN,Action
Fatal Fury 2 | GEN,Action
Férias Frustradas do Pica-Pau | GEN,Action
Fighting Masters | GEN,Action
Final Blow | GEN,Action
Final Zone | GEN,Action
Fire Mustang | GEN,Action
Firepower 2000 | GEN,Action
Fire Shark | GEN,Action
Flashback: The Quest for Identity | GEN,Action
Flicky | GEN,Action
Flink | GEN,Action
The Flintstones | GEN,Action
Forgotten Worlds | GEN,Action
Frog Feast | GEN,Action
Frogger | GEN,Action
Fun 'N Games | GEN,Action
Funny World & Balloon Boy | GEN,Action
Gadget Twins | GEN,Action
Gaiares | GEN,Action
Gain Ground | GEN,Action
Galaxy Force II | GEN,Action
The Games: Winter Challenge | GEN,Action
Garfield: Caught in the Act | GEN,Action
Gargoyles | GEN,Action
Garry Kitchen's Super Battletank: War in the Gulf | GEN,Action
Gauntlet IV | GEN,Action
General Chaos | GEN,Action
Generations Lost | GEN,Action
Ghostbusters | GEN,Action
Ghouls 'N Ghosts | GEN,Action
Gleylancer | GEN,Action
G-Loc Air Battle | GEN,Action
Gods | GEN,Action
Golden Axe | GEN,Action
Golden Axe II | GEN,Action
Golden Axe III | GEN,Action
Goofy's Hysterical History Tour | GEN,Action
Granada | GEN,Action
The Great Circus Mystery starring Mickey & Minnie | GEN,Action
The Great Waldo Search | GEN,Action
Greendog: The Beached Surfer Dude! | GEN,Action
Grind Stormer | GEN,Action
Growl | GEN,Action
Gunship | GEN,Action
Gunstar Heroes | GEN,Action
Heavy Nova | GEN,Action
Heavy Unit | GEN,Action
Hellfire | GEN,Action
High Seas Havoc | GEN,Action
Hit the Ice: The Video Hockey League | GEN,Action
Home Alone | GEN,Action
Home Alone 2: Lost in New York | GEN,Action
Hon? no T?ky?ji: Dodge Danpei | GEN,Action
Hook | GEN,Action
The Humans | GEN,Action
Hurricanes | GEN,Action
Hyper Marbles | GEN,Action
Ikasuze! Koi no Doki Doki Penguin Land MD | GEN,Action
The Immortal | GEN,Action
The Incredible Crash Dummies | GEN,Action
The Incredible Hulk | GEN,Action
Indiana Jones and the Last Crusade: The Action Game | GEN,Action
Insector X | GEN,Action
Instruments of Chaos Starring Young Indiana Jones | GEN,Action
Izzy's Quest for the Olympic Rings | GEN,Action
James Bond 007: The Duel | GEN,Action
James Pond 2: Codename: RoboCod | GEN,Action
James Pond 3: Operation Starfish | GEN,Action
James Pond: Underwater Agent | GEN,Action
Jewel Master | GEN,Action
Joe & Mac: Caveman Ninja | GEN,Action
Joe Montana Football | GEN,Action
Joshua & the Battle of Jericho | GEN,Action
Judge Dredd | GEN,Action
Jungle Strike | GEN,Action
Jurassic Park | GEN,Action
Jurassic Park: Rampage Edition | GEN,Action
Justice League: Task Force | GEN,Action
Kageki | GEN,Action
Kid Chameleon | GEN,Action
The Killing Game Show | GEN,Action
King of the Monsters | GEN,Action
King of the Monsters 2 | GEN,Action
Krusty's Super Fun House | GEN,Action
Landstalker: Treasure of King Nole | GEN,Action
Last Action Hero | GEN,Action
Last Battle | GEN,Action
The Lawnmower Man | GEN,Action
Leander | GEN,Action
Lethal Enforcers | GEN,Action
Lethal Enforcers II: Gun Fighters | GEN,Action
LHX: Attack Chopper | GEN,Action
Light Crusader | GEN,Action
Lightening Force: Quest for the Darkstar | GEN,Action
The Lion King | GEN,Action
The Lost Vikings | GEN,Action
The Lost World: Jurassic Park | GEN,Action
Magical Hat no Buttobi Turbo! Daib?ken | GEN,Action
Magical Tarur?to-kun | GEN,Action
Magic Girl Featuring Ling Ling The Little Witch | GEN,Action
Mallet Legend's Whac-A-Critter | GEN,Action
